ID,"Product Name",Description,"Short Description",Instructions,Ingredients,"Brand Description","Product Consistency","Intended Gender","Type of Hair","Is Organic",Quantity,UPC,"Product Tags","Hair Style","Hair Length","Hair Texture","Cemical Treatments","Hair Conditions","Hair Description",Demographic,"Targeted Age Range",Price,"Image Url"
3182,"No-Lye Relaxer Regular","No-Lye Relaxer Regular
Now with proteins to help prevent breakage and Vitamins A &amp; E for healthy hair growth DM-R100",.,"Use as directed only. Strict adherence to the included instruction sheet is required.","Ingredients Water (Aqua), Mineral Oil, (Parafinium Liquidum), Petrolatum, Emulsifying Wax N.F., Propylene Glycol, Calcium Hydroxide, Cetearyl Alcohol, Polysorbate-65, Dimethicone PEG-8 Meadowfoamate, Meadowfoam Amidopropyldimethl Betaine.Activator (Regular): Ingredients: Water (Aqua), Guanindine Carbonate, Glycerin, Xanthan Gum, F.D.&C Yellow #6 /CI 15985Color Warning Condition Neutralizing Shampoo: Ingredients: Water (Aqua), Cocamide DEA, Disodium Cocoamphodipropionate, Ingredients Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Disodium Laureth Sulfosuccinate, Disodium Lauryl Sulfosuccinate, Citric Acid, Propylene Glycol, Cocamidopropyl Btaine, Polyquaternium-7, Diazodinyl Urea, Methylparaben, Propylparaben, Phenol Red, Fragrance (Parfum).Relaxed Hair Potion: Ingredients: Water (Aqua), Mineral Oil, (Parafinium Liquidum), Glycerin, Polyquaternium-10, Polyquaternium-32, Dimethicone, Lanolin Alcohol, Menthol, Fragrance Citric Acid, Ingredients Diazodinyl urea, Methylparaben, Propylparaben, Propylene Glycol, Caramel. Protective Gel: Ingredient: Petrolatum., Directions Follow diretions closely to avoid burns and irritation.","We believe that every woman deserves healthy beautiful hair. So no matter what your type, texture, or style, we’re here to help you treat yourself. And, with our personal hair analysis tool, Dr. Miracles will help you create a TreatMEnt Plan that’s customized just for you.",Liquid,both,"Naturally Straight,Relaxed Straight",no,1000,897127000224,,"Relaxed Straight Hair ","Very Short,Short,Medium,Long,Very Long","3c,4a,4b,4c"," Relaxed Straight","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",7.97,http://hairlibrary.com/wp-content/uploads/2014/05/dr-miracles-thermalceutical-intensive-no-lye-relaxer-kit-regular-1.jpg
3184,"FOLLICLE HEALER HYDRATING OIL","My Energizing System is fortified with tea tree, jojoba and castor oil. Also contains shea butter &amp; soy protein to condition and strengthen the follicle. Leaves hair healthy looking with super shine. PS: Enjoy my new pleasant fragrance. - Dr. Miracle. Enjoy the tingle - Enjoy the growth! History: My family wanted to know, what&#39;s all the fuss about the follicle. Well an energized follicle leads to healthy hair growth and a healthy scalp that much I know. Finding the best way to energize the follicle for healthy hair growth is another story. Well here it is - my Follicle Healer System designed to energize your follicle leading to soft, shiny healthy looking hair and scalp. The energizing complex continues to work after you stop feeling it. So please follow the directions and enjoy.","Daily use leads to healthy hair growth and a healthy scalp.
Excellent as a daily hair oil for shine, softness and nourishing.
Energizing complex continues to work after you stop feeling it.
Can also be used on your nails and toe nails.
Dr. Miracle's Follicle Healer Hydrating Oil 2 fl oz"," Dr. Miracle. Energizing Benefits: My Follicle Healer Hydrating Oil is a super intensive daily treatment for waking up your dead hair follicles. Daily use leads to healthy hair growth and a healthy scalp. Excellent as a daily hair oil for shine, softness and nourishing. Energizing complex continues to work after you stop feeling it. Can also be used on your nails and toe nails. Enjoy my Follicle Healer Oil and please tell some friends.","Paraffinium, Menthol, Simmondsia Chinensis Seed Oil (Óleo de Jojoba), Sesame Oil, Ricinus Communis Seed Oil (Óleo de Rícino), Glycine Soja (Óleo de soja), Lavandula (Óleo de lavanda), Persea Gratissima Oil (Óleo de abacate), Menthone Glycerin Acetal, Isopulegol, Menthoxypropanediol, Salicylic Acid, Butyrospermum Parkii (manteiga de karité), MelaLeuca Alternifolia Oil (Óleo da árvore do chá), Tocopheryl Acetate (Vitamina E), Zea Mays Oil, Cholecalciferol (Vitamina D2), BHA, Fragrance, Benzil Benzoato, Citronellol, D-Limonene e Linalool","We believe that every woman deserves healthy beautiful hair. So no matter what your type, texture, or style, we’re here to help you treat yourself. And, with our personal hair analysis tool, Dr. Miracles will help you create a TreatMEnt Plan that’s customized just for you.",Oil,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,897127000545,,"Weave,Relaxed Straight Hair ,Braids,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Oily Scalp,Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",4.99,http://hairlibrary.com/wp-content/uploads/2014/05/dr-miracles-follicle-healer-energizing-system-hydrating-oil-.2oz-1.jpg
3186,"EDGE HOLDING GEL","Keep your edges tight with this super-hold formula blended with jojoba oil to add shine and condition.","Dr. Miracle is style edge holding gel is blended with jojoba oil to add shine and condition. It works excellent for relaxed, braided, natural or weaved hair. Adds shine and conditions. Super hold formula.
Super hold formula , Blended with jojoba oil","Dr. Miracle is style edge holding gel is blended with jojoba oil to add shine and condition. It works excellent for relaxed, braided, natural or weaved hair. Adds shine and conditions. Super hold formula.
","Aqua (Water) Deionized, Ceteareth 25, Sorbitol, Oleath-10, PEG 25 Hydrogenated Castor Oil, Paraffinum Liquidum (Mineral Oil), Aloe Barbabadenesis (Aloe Extract), Jojoba (Buxus Chinensis) Oil , Mel (Honey), Hydrolyzed Wheat Protein, Propylene Glycol, Methylparaben, Propylparaben, Diazodinyl Urea, Fragrance, Benzyl Benzoate, Citral, Citronellol, d-Limonine, Geraniol, Hexyl Cinnamic Aldehyde, Lanalool.","We believe that every woman deserves healthy beautiful hair. So no matter what your type, texture, or style, we’re here to help you treat yourself. And, with our personal hair analysis tool, Dr. Miracles will help you create a TreatMEnt Plan that’s customized just for you.",Gel,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,783999001462,,"Weave,Relaxed Straight Hair ,Braids,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",7.80,http://hairlibrary.com/wp-content/uploads/2014/05/edge-holding-gel.jpeg
3188,"FOLLICLE HEALER POMADE","Fortified With Shea Butter, Vitamins A, E &amp; C For Deep Follicle Conditioning Produces Super Soft Hair For A Healthy Scalp","My Energizing System is fortified with tea tree oil, almond Oil, coconut Oil safflower Oil, and shea butter to rebuild and nourish follicle for optimum growth.","Refer To Label","Petrolatum, Menthol, Menthone Glycerin Acetal, Isopulegol, Menthoxpropanediol, Butyrospermum Parkii (Shea Butter) Salicylic Acid,Melaleuca Alternifolia Oil (Tea Tree Oil), Cocos Nucifera (Coconut Oil), Pronus Amygdalus Seed Oil, (Almond Oil), Isopropyl Myristate, Carthamus Tinctorius Seed Oil, (Safflower Oil), Glycine Soja (Soybean Oil), Propylparaben, Fragrance, Benzil Benzoato, Citronellol, D-Limonene e Linalool","We believe that every woman deserves healthy beautiful hair. So no matter what your type, texture, or style, we’re here to help you treat yourself. And, with our personal hair analysis tool, Dr. Miracles will help you create a TreatMEnt Plan that’s customized just for you.",Wax,both,"Naturally Straight,Relaxed Straight,Curly,Dreds",no,1000,897127000538,,"Relaxed Straight Hair ,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Oily Scalp,Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",5.95,http://hairlibrary.com/wp-content/uploads/2014/05/Dr-Miracles-Folicale-Healer-Pomade1.jpg
3191,"Daily Moisturizing Lotion","Dr. Miracle&#39;s Style Daily Moisturizing Lotion moisturizes and adds shine.","Blended with jojoba and coconut oils
Moisturizing
Adds Shine","Shake well. Pour a small amount into palm, rub hands together and apply to hair daily or as needed. Comb or style hair as usual.
","Water Dionized (Aqua), Sorbitol , Cocos Nucifera (Coconut) Oil, Ricinus Communis (Castor) Seed Oil, Petrolatum, Sorbitan Stearate, Cetearyl Alcohol, Glyceryl Stearate SE, Mel (Honey), Simmondsia Chinensis (JoJoba) Seed Oil, Hydrolyzed Wheat Protein, Aloe Barbabadenesis (Aloe Extract Shea Butter), Stearic Acid, Caprylic / Capric Triglyceride, Polysorbate 60, PEG 25 Hydrogenated Castor Oil, Cyclohexasiloxaine, Propylene Glycol, Methylparaben , Propylparaben, Diazodinyl Urea, Fragrance, Benzyl Benzoate, Citral, Citronellol, d-Limonine, Geraniol, Hexyl Cinnamic Aldehyde, Lanalool","We believe that every woman deserves healthy beautiful hair. So no matter what your type, texture, or style, we’re here to help you treat yourself. And, with our personal hair analysis tool, Dr. Miracles will help you create a TreatMEnt Plan that’s customized just for you.",Liquid,both,"Naturally Straight,Relaxed Straight,Curly,Braids",no,1000,897127000910,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",6.36,http://hairlibrary.com/wp-content/uploads/2014/05/conditioning-shampoo.jpg
3288,"The Lace Wig Bible","&#34;The Lace Wig Bible&#34; is a MUST HAVE to include in the beauty kit of anyone who wears lace wigs! Women, men and stylists alike have become so knowledgeable that not only do they wear lace wigs, but they feel empowered to pass on the secrets inside &#34;The Lace Wig Bible to their friends and clientele. This easy to follow, step-by-step, color coordinated companion guide makes learning about the do&#39;s and don&#39;t of lace wigs fun and informative. There is something new to discover on every page.","The Lace Wig Bible Features:
*164 Full Color Pages
*Over 200 Step by Step Full Color Images
*FAQ About Lace Wigs
*Embarassing Mistakes To Avoid
*Protecting Your Natural Hair
*List of Tools You Need
*AND SO MUCH MORE","A Must Read!",.,"Morgan R. Gantt founded SWIGCH'D, her own collection of Premium Indian Remy Hair Extensions and Lace Wigs in 2011, to address the need for higher quality hair products. She has been wearing lace wigs for years, and has viewed them as a part of who she is, not what she is. Lace Wigs are extensions of whatever look she is trying to express, without the commitment or risk of damaging her natural hair.

Morgan has spoken to women around the world about their personal hair issues and concerns. She came to the conclusion that the root of the problem was the lack of education for women to make informed decisions about their hair.

Throughout her travels around the world, Morgan has found that women dealing with various hair conditions reached far beyond any economical or cultural issue. The Lace Wig Bible was written, not just for everyday women but also their stylists, whom deserve to look and feel their best.",Wax,female,"Naturally Straight,Relaxed Straight,Curly",no,1740,0983970009,,Wigs,"Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Oily Scalp,Pattern Baldness,Alopecia,Grey Hair,Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",19.99,http://hairlibrary.com/wp-content/uploads/2014/06/Screen-Shot-2013-02-07-at-2.01.39-PM-1.png
3300,"Hair Twister: Pink","Forstyler Hair Professional Innovative Hair Products . Twister Hair Curler Hot Pink","Forstyler Hair Professional
Innovative Hair Products
Twister Hair Curler","1. Wash and comb hair. Dry the hair roots only, leave the rest damp.
2. Comb the hair and divide into four parts.
3. Attach the Twister to blow dryer and change the direction of the valve as desired, style each part for 2-3 minutes.
4. Assemble the cover and barrel to the Twister. Change the valve direction. Combine the two hair parts  and style to lock the ends. Repeat with remaining two parts.
5. Wait 5-7 minutes and go through with fingertips from the roots to ends. Apply any desired styling product for longer lasting results.
",.,"Throughout history, in every culture, hair has played an important part in expressing beauty and power.
Hair generally represents how we desire to be seen by others. It’s a symbol of attractiveness, self- esteem and directly related to our mood.

Who we are?

Since 2009 ForStyler mission and passion is to create a beautiful hair, everyone should have the best hair!   We are team of young creative professional from beauty industry. Our main goal is to make an ordinary people feel extraordinary with innovative hair appliances in comfort of your home or on the go.
","Styling Object",female,"Naturally Straight",no,1000,851118005001,"ForStyler, Hair Twister, soft","Weave,Relaxed Straight Hair ,Wigs, Naturally Straight Hair","Long,Very Long","1a,2a,2b","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",39.99,http://hairlibrary.com/wp-content/uploads/2014/06/pink-twister-Copy.jpg
3302,"Wig and Weave Styler","Curl, straighten, flip your synthetic blend weaves and wigs with ease! The Red By Kiss Weave &amp; Wig Styler can be safely used on Blend Synthetic Mix Hair, Iron-Safe Synthetic Hair, Futura Synthetic Hair, Heat Resistant Synthetic Hair, and Human &amp; Remy Hair (Caution: should not be used on regular synthetic or pure synthetic hair). The Weave &amp; Wig Styler has an exclusive damage proof plate technology that was specially developed to guarantee your weaves and wigs will not burn or melt! It is also set at a safe, worry-free temperature so you can be rest assured that your weave and wig will not burn or singe when styling.","Safe Styling for Weaves &amp; Wigs!
Exclusive Damage-Proof Plate + Perfect heat technology = longer Weave &amp; Wig life!
Specially developed plates guarantee no burning &amp; melting
Safe, Worry-Free ON/OFF Temperature Settings
Hair damage free safe styling",.,.,.,Wax,both,"Naturally Straight,Relaxed Straight,Curly",no,1000,731509607642,,"Weave,Wigs","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",29.95,http://hairlibrary.com/wp-content/uploads/2014/06/image.jpg
3304,"Handle-Less 1875W Hair Dryer","Revolutionary design for the ultimate styling/straightening control. Cool-touch grip for lasting comfort and full power with a lightweight body. Equipped with 3 heat and 2 air speed settings, make hair styling easier with the Red by Kiss Handle-Less 1875W Hair Dryer! Contains 3 attachments that are essential for straightening and drying while the ceramic tourmaline technology fights frizz and provides longer lasting results.","Take Over Control, Comfort, versatility, and control
Recommended for pik hair straightening &amp; drying
Ceramic Tourmaline technology for soft, silky results
Cool-touch grip for safe handling
3 heat &amp; speed settings, 3 bonus styling attachments, Limited 1-year, no-hassle warranty",,"Weight: 1.90 lb | Dimension: 11""W X 3.5""D X 7""H ","We provide the ultimate solution for hair styling professionals and the at-home user alike!
",Wax,female,"Naturally Straight,Relaxed Straight,Curly",no,1000,731509611014,,"Weave,Relaxed Straight Hair ,Wigs,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",40.00,http://hairlibrary.com/wp-content/uploads/2014/06/image1.jpg
3310,"Diamond Infused Ceramic Flatiron from Red Pro","Crushed Diamonds infused into the ceramic plate. The Diamonds provide strength in the plates, which in turn provides an extra smooth surface with consistent heating with consistent heating helps prevent damage to the hair when styling, and results in a smoother, shinier, healthy head of hair.","Quick Heat Up and Recovery
Variable Temperature Settings Up To 460 Degrees
Packaging Includes Hair Clips, a Heat Resistant Comb and A Carrying Pouch
Designed For Straightening and Styling",****,***,"   Founded in 2011, Glamour by LisaRaye is purposed with inspiring, empowering and enabling the entrepreneur in you through beauty, style and charm. Simply put, LisaRaye’s goal is to accent your beauty and or assist you in achieving the look and style that makes YOU famous!

Glamour Exotic Hair Extensions also allows for you to purchase retail for yourself while also wholesale providing you with the opportunity to offer your friends, family discounts while you Make Money Now! Even if you don’t wear extensions many around you do so why not provide them with the opportunity to purchase for you.

Our motto’s is “Put Your Hair To Work……. “.","Styling Object",both,"Naturally Straight,Relaxed Straight",no,5000,731509605440,,"Weave,Relaxed Straight Hair ,Wigs, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",84.99,http://hairlibrary.com/wp-content/uploads/2014/06/LrayeFlatIronProto.jpg
3312,"Nourishing, Moisture-Rich Hair Color System - Dark Brown","Nourishing Moisture-Rich Hair Coloring System with no ammonia or sulfates. Provides vibrant color, body and shine and gray coverage. Pleasant and natural smell. This is a no-drip permanent hair color formula. The kit contains 1. Radiant Color Creme 2. Radiant Develoer Creme 3. Professional Latex-Free Gloves 4. Salon Application Brush 5. Raw Shea Moisture Retention Shampoo 6. Raw Shea Restorative Conditioner 7. Raw Shea Reconstructive Finishing Elixir
","Made in USA
Certified Organic Hair Color
Permanent Hair Color",***,"Water (Aqua), Cetearyl Alcohol, Ethanolamine, Cetyl Alcohol, Glycerin, Ceresin, Ethoxydiglycol, Oleic Acid, Crambe Abysinnica Seed Oil, Linum Usitatissimum, (Linseed) Seed Oil, Oryza Sativa (Rice) Flour, Xanthan Gum, Fragrance (Parfum), Butyrospermum Parkii (Shea Butter), Erythorbic Acid, Sodium Sulfite, Disodium, EDTA, Sodium Hydroxide, Tocopheryl Acetate, Oryza Sativa (Rice) Extract, Chamomilla Recutita (Marticaria) Flower Extract, Symphytum Officinale (Comfrey), Extract, Euterpe Oleracea Fruit (Acai) Extract, Spirulina Platensis (Algae) Extract, Punica Granatum Fruit (Pomegranate) Extract, Dioscorea Villosa (Wild Yam) Root Extract, Lecithin. *Certified Organic Ingredient 
","Founded by the owners of Sundial Brands in 2012, and incorporated as a 501 (c) (3) not-for-profit, public charity, the Sofi Tucker Foundation supports causes inspired by the woman whose life’s work forms the basis for Sundial Brands products. In 1912, as a young widow, Sofi Tucker sold African Black Soap and hand crafted Shea Butter based skin products in the village market and throughout the countryside of Bonthe, Sierra Leone. In her memory, the foundation provides financial grants to organizations that seek to economically empower women, their families and communities in the United States and in Africa.
","Styling Object",both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,5000,764302200253,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",22.95,http://hairlibrary.com/wp-content/uploads/2014/06/image10.jpg
3314,"Nourishing, Moisture-Rich, Ammonia-Free Hair Color System - Medium Brown","Shea Moisture&#39;s Moisture-Rich, Ammonia-Free Hair Color System gently, yet effectively, colors your hair for a softer, silkier and healthier appearance. A permanent, no-drip formula delivers vibrant color, body and shine. Provides excellent gray coverage. MEDIUM BROWN is a neutral shade which enhances your natural color. For optimal results, use on natural dark blonde to dark brown shades.
","Kit Include: Color Crème, Developer, Raw Shea Moisture Retention Shampoo, Oil Raw Shea Restorative Conditioner, Raw Shea Reconstructive Finishing Elixir
Permanent, no-drip formula
Pleasant, natural smell
Vibrant color, body & shine
Gray coverage
",***,"Water (Aqua), Cetearyl Alcohol, Ethanolamine, Cetyl Alcohol, Glycerin, Ceresin, Ethoxydiglycol, Oleic Acid, Crambe Abysinnica Seed Oil, Linum Usitatissimum, (Linseed) Seed Oil, Oryza Sativa (Rice) Flour, Xanthan Gum, Fragrance (Parfum), Butyrospermum Parkii (Shea Butter), Erythorbic Acid, Sodium Sulfite, Disodium, EDTA, Sodium Hydroxide, Tocopheryl Acetate, Oryza Sativa (Rice) Extract, Chamomilla Recutita (Marticaria) Flower Extract, Symphytum Officinale (Comfrey), Extract, Euterpe Oleracea Fruit (Acai) Extract, Spirulina Platensis (Algae) Extract, Punica Granatum Fruit (Pomegranate) Extract, Dioscorea Villosa (Wild Yam) Root Extract, Lecithin. *Certified Organic Ingredient 
","Founded by the owners of Sundial Brands in 2012, and incorporated as a 501 (c) (3) not-for-profit, public charity, the Sofi Tucker Foundation supports causes inspired by the woman whose life’s work forms the basis for Sundial Brands products. In 1912, as a young widow, Sofi Tucker sold African Black Soap and hand crafted Shea Butter based skin products in the village market and throughout the countryside of Bonthe, Sierra Leone. In her memory, the foundation provides financial grants to organizations that seek to economically empower women, their families and communities in the United States and in Africa.",Liquid,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,5000,764302200246,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",18.49,http://hairlibrary.com/wp-content/uploads/2014/06/image9.jpg
3316,"Nourishing, Moisture-Rich Hair Color System - Reddish Blonde","Nourishing Moisture-Rich Hair Coloring System with no ammonia or sulfates. Provides vibrant color, body and shine and gray coverage. Pleasant and natural smell. This is a no-drip permanent hair color formula. The kit contains 1. Radiant Color Creme 2. Radiant Develoer Creme 3. Professional Latex-Free Gloves 4. Salon Application Brush 5. Raw Shea Moisture Retention Shampoo 6. Raw Shea Restorative Conditioner 7. Raw Shea Reconstructive Finishing Elixir
","Made in USA
Vibrant color, body & shine
Gray coverage
Pleasant, natural smell
Permanent, no-drip formula
4 new from $16.95",***,"Water, Alcohol, Ethanolamine, Cetyl Alcohol, Glycerin, Ethoxydiglcol, Oleic, Crambe Absyinnica Seed Oil, Linseed oil, Rice Flour, Xanthan Gum Frangrance, Shea Butter, Erthorbic Accid, Sodium Sulfite, Disodium EDTA, Sodium Hydroxide, Tocopheryl Acetate, Rice Extract, Marticarioa Flower Extract, Comfrey Extract, Acai Extract, Algae Extract, Pomegranate Extract, Wild Yam Root Extract, Lecithin, p-Phenlenediamine, Resorcinol, 2,4-Diaminophenoxyethanol dihydrochloride
","Founded by the owners of Sundial Brands in 2012, and incorporated as a 501 (c) (3) not-for-profit, public charity, the Sofi Tucker Foundation supports causes inspired by the woman whose life’s work forms the basis for Sundial Brands products. In 1912, as a young widow, Sofi Tucker sold African Black Soap and hand crafted Shea Butter based skin products in the village market and throughout the countryside of Bonthe, Sierra Leone. In her memory, the foundation provides financial grants to organizations that seek to economically empower women, their families and communities in the United States and in Africa.",Liquid,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,5000,764302200277,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46","16.95 ",http://hairlibrary.com/wp-content/uploads/2014/06/image8.jpg
3319,"Nourishing, Moisture-Rich Hair Color System - Bright Auburn","Shea Moisture&#39;s Moisture-Rich, Ammonia-Free Hair Color System gently, yet effectively, colors your hair for a softer, silkier and healthier appearance. A permanent, no-drip formula delivers vibrant color, body and shine. Provides excellent gray coverage. BRIGHT AUBURN is a vibrant shade which adds intense color. For optimal results, use on natural medium blonde to medium brown hair.","Made in USA
Nourishing, Moisture-rich Hair Color System!
NO AMMONIA. NO SULFATES
Vibrant color, body & shine, Permanent Color
Gray Coverage, Extra-moisturizing, no-drip formula
Pleasant, natural smell",***,"Water (Aqua), Cetearyl Alcohol, Ethanolamine, Cetyl Alcohol, Glycerin, Ceresin, Ethoxydiglycol, Oleic Acid, Crambe Abysinnica Seed Oil, Linum Usitatissimum, (Linseed) Seed Oil, Oryza Sativa (Rice) Flour, Xanthan Gum, Fragrance (Parfum), Butyrospermum Parkii (Shea Butter), Erythorbic Acid, Sodium Sulfite, Disodium, EDTA, Sodium Hydroxide, Tocopheryl Acetate, Oryza Sativa (Rice) Extract, Chamomilla Recutita (Marticaria) Flower Extract, Symphytum Officinale (Comfrey), Extract, Euterpe Oleracea Fruit (Acai) Extract, Spirulina Platensis (Algae) Extract, Punica Granatum Fruit (Pomegranate) Extract, Dioscorea Villosa (Wild Yam) Root Extract, Lecithin. *Certified Organic Ingredient ","Founded by the owners of Sundial Brands in 2012, and incorporated as a 501 (c) (3) not-for-profit, public charity, the Sofi Tucker Foundation supports causes inspired by the woman whose life’s work forms the basis for Sundial Brands products. In 1912, as a young widow, Sofi Tucker sold African Black Soap and hand crafted Shea Butter based skin products in the village market and throughout the countryside of Bonthe, Sierra Leone. In her memory, the foundation provides financial grants to organizations that seek to economically empower women, their families and communities in the United States and in Africa.",Liquid,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,5000,764302200338,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",17.79,http://hairlibrary.com/wp-content/uploads/2014/06/image3.jpg
